frame,x,y,z,particle
1,11.7566204071045,1.932412981987,0.595434010028839,1
1,6.63164377212524,2.0238049030304,24.9649829864502,2
1,21.3617877960205,2.04108190536499,14.7988319396973,3
1,15.87047290802,2.00512099266052,34.4484214782715,4
1,16.7381038665771,1.96324896812439,42.0204391479492,5
1,18.0127220153809,1.96784698963165,30.9423122406006,6
1,12.7957019805908,1.96714198589325,18.3884582519531,7
1,21.4755706787109,2.06602692604065,9.83270072937012,8
1,29.7590827941895,2.01941895484924,49.7136306762695,9
1,24.8032531738281,1.98380494117737,18.0090885162354,10
1,1.83874702453613,2.05234909057617,20.3131427764893,11
1,2.20604705810547,1.9466450214386,4.18067979812622,12
1,14.6594667434692,2.02124190330505,50.5569953918457,13
1,21.8332138061523,1.97414398193359,23.6298198699951,14
1,9.52840709686279,2.04090404510498,49.9422378540039,15
1,0.138478994369507,1.98948299884796,2.22008395195007,16
1,15.53307056427,2.03395199775696,13.4818449020386,17
1,24.9203205108643,2.00846791267395,7.57501888275146,18
1,24.7341575622559,1.98719501495361,14.1515979766846,19
1,3.80744695663452,1.99384999275208,0.964114010334015,20
1,14.1126861572266,2.00814199447632,1.42870795726776,21
1,15.7719745635986,2.07136702537537,44.3237190246582,22
1,11.3103313446045,2.04307293891907,58.1379470825195,23
1,23.1078777313232,1.95293998718262,46.3208236694336,24
1,18.1063690185547,1.94189298152924,9.88327884674072,25
1,19.194881439209,2.00529193878174,59.693962097168,26
1,25.9270858764648,1.98787498474121,32.3168411254883,27
1,29.8690071105957,1.98859095573425,5.06803321838379,28
1,25.5553379058838,1.96995496749878,27.3633899688721,29
1,2.39988994598389,1.97116494178772,53.4159736633301,30
1,3.11319398880005,2.02878093719482,24.3374805450439,31
1,24.6349487304688,1.99538803100586,10.0588407516479,32
1,17.7661972045898,1.95844495296478,12.3599767684937,33
1,22.4208068847656,2.0040979385376,7.51895380020142,34
1,8.92235946655273,2.00528597831726,30.0956954956055,35
1,11.3558578491211,1.99247705936432,42.1527900695801,36
1,25.0375537872314,2.0012469291687,1.74065899848938,37
1,21.8742847442627,2.01162505149841,49.0090522766113,38
1,4.45841789245605,2.0439760684967,8.39218235015869,39
1,20.4962501525879,1.98096394538879,18.4054622650146,40
1,25.1319465637207,1.93011701107025,22.9422397613525,41
1,23.4179458618164,2.00210499763489,39.7284545898438,42
1,27.255521774292,2.03154706954956,14.1038494110107,43
1,12.6382637023926,1.97415196895599,39.5950050354004,44
1,3.30869793891907,1.94179403781891,10.6099758148193,45
1,4.292151927948,2.02577304840088,47.3129920959473,46
1,28.5018100738525,2.05130195617676,31.7418003082275,47
1,2.68090295791626,1.98648297786713,6.63512516021729,48
1,7.09937906265259,2.04607796669006,31.806245803833,49
1,18.1596069335938,2.05727601051331,17.5196743011475,50
1,10.8994426727295,2.06313490867615,37.2549819946289,51
1,17.991771697998,1.95727705955505,49.4678077697754,52
1,7.5115909576416,1.95624005794525,51.417423248291,53
1,13.2845230102539,1.97396504878998,36.5105628967285,54
1,22.3873271942139,1.98884105682373,56.1537055969238,55
1,27.094596862793,1.95823097229004,57.1868896484375,56
1,6.22319507598877,2.03806900978088,42.421070098877,57
1,0.471684992313385,1.963711977005,22.4045848846436,58
1,19.5867652893066,2.03450798988342,26.4627437591553,59
1,12.6528081893921,2.02484393119812,31.2731895446777,60
1,10.7424325942993,2.03652191162109,34.7597885131836,61
1,2.2500159740448,2.041827917099,49.5007286071777,62
1,26.2354259490967,1.95220601558685,46.5086364746094,63
1,15.2727899551392,1.98684501647949,18.7258605957031,64
1,13.8051824569702,1.97936499118805,4.11303615570068,65
1,21.2452793121338,2.02325510978699,34.3677825927734,66
1,10.2081203460693,1.95012700557709,55.8957672119141,67
1,8.62025165557861,2.03163290023804,41.6107902526855,68
1,24.6128730773926,2.06909394264221,20.500545501709,69
1,27.7278919219971,2.03845310211182,39.2890434265137,70
1,18.2472133636475,2.02677392959595,40.0280838012695,71
1,22.6214199066162,1.98457598686218,3.47771811485291,72
1,9.77458953857422,2.0189208984375,10.5843181610107,73
1,8.65970516204834,1.98494505882263,57.8582954406738,74
1,18.4599876403809,1.99585795402527,7.40899991989136,75
1,7.74671792984009,2.04831790924072,48.1882553100586,76
1,28.2958564758301,1.98732495307922,59.3794937133789,77
1,29.0594921112061,1.94427299499512,37.1751518249512,78
1,10.1398553848267,1.89068603515625,39.6305809020996,79
1,15.5680236816406,1.98674297332764,38.9384155273438,80
1,6.9534068107605,1.98267495632172,28.0423889160156,81
1,5.69092988967896,2.02225494384766,36.5499000549316,82
1,4.06958913803101,2.05406093597412,55.2751312255859,83
1,22.0605869293213,1.96750795841217,43.4191551208496,84
1,0.609501004219055,1.96515703201294,30.3996315002441,85
1,14.2216110229492,1.96683394908905,6.79239082336426,86
1,8.2471227645874,1.95275795459747,13.361777305603,87
1,15.2682819366455,1.96011602878571,56.8254203796387,88
1,21.033317565918,2.01663208007812,51.5012588500977,89
1,18.5421390533447,2.0278959274292,44.9320526123047,90
1,17.1676979064941,2.00989198684692,55.2005577087402,91
1,8.75493431091309,1.97049796581268,26.3087501525879,92
1,3.27080297470093,2.01161599159241,28.9102191925049,93
1,9.36350631713867,2.00901389122009,45.0111389160156,94
1,24.659252166748,1.95639002323151,55.1105422973633,95
1,3.09172296524048,2.04798793792725,42.105110168457,96
1,27.0159454345703,1.97717702388763,8.93819332122803,97
1,17.0002021789551,1.96342694759369,52.7062072753906,98
1,0.250037014484406,1.97602796554565,27.5474815368652,99
1,7.09859323501587,1.98942995071411,6.80761289596558,100
1,4.73715209960938,1.97918200492859,26.8854961395264,101
1,3.20080399513245,1.97947001457214,18.2180252075195,102
1,7.9006872177124,2.00915598869324,17.26296043396,103
1,10.0716342926025,2.00185704231262,16.0230407714844,104
1,4.47973823547363,2.02869296073914,16.0701866149902,105
1,15.7275609970093,1.99868202209473,29.9285678863525,106
1,12.1908779144287,2.05150294303894,54.3760299682617,107
1,20.7323093414307,2.04538106918335,31.9208946228027,108
1,19.7956199645996,1.97827005386353,3.17347097396851,109
1,1.65308797359467,2.04069805145264,56.7020835876465,110
1,13.9281806945801,2.0134220123291,58.9354934692383,111
1,28.7025547027588,2.01737308502197,55.2735137939453,112
1,25.7448444366455,2.00781202316284,51.9807434082031,113
1,27.5098361968994,1.96852695941925,34.7557563781738,114
1,21.1557521820068,1.94126105308533,12.3090810775757,115
2,11.7566204071045,1.932412981987,2.89365363121033,1
2,6.63164377212524,2.0238049030304,27.2657012939453,2
2,21.3617877960205,2.04108190536499,17.0988502502441,3
2,15.87047290802,2.00512099266052,36.7494773864746,4
2,16.7381038665771,1.96324896812439,44.3206672668457,5
2,18.0127220153809,1.96784698963165,33.2427406311035,6
2,12.7957019805908,1.96714198589325,20.6888561248779,7
2,21.4755706787109,2.06602692604065,12.1310501098633,8
2,29.7590827941895,2.01941895484924,52.0144653320312,9
2,24.8032531738281,1.98380494117737,20.3099975585938,10
2,1.83874702453613,2.05234909057617,22.6125030517578,11
